,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
36,29.0,Chile,4925051,5041.0,62484.0,62.0,4851651.0,3883.0,10916.0,131.0,255844.0,3246.0,47090137.0,2446216.0,19250195.0,South America,4.0,308.0,0.0,262.0,3.0,567.0
37,30.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183636.0,3.0,,,25990679.0,Asia,5.0,351225.0,,,,
38,31.0,Israel,4723607,1188.0,11865.0,2.0,4698956.0,932.0,12786.0,22.0,506499.0,1272.0,41373364.0,4436346.0,9326000.0,Asia,2.0,786.0,0.0,127.0,0.2,1371.0
39,32.0,Thailand,4707244,,33180.0,,4649509.0,,24555.0,1496.0,67171.0,473.0,17270775.0,246450.0,70078203.0,Asia,15.0,2112.0,4.0,,,350.0
40,33.0,Belgium,4639411,1024.0,33061.0,1.0,4582082.0,725.0,24268.0,37.0,397609.0,2833.0,36130437.0,3096467.0,11668278.0,Europe,3.0,353.0,0.0,88.0,0.09,2080.0
41,34.0,Czechia,4559212,996.0,41894.0,7.0,4507663.0,229.0,9655.0,48.0,424635.0,3902.0,56621436.0,5273594.0,10736784.0,Europe,2.0,256.0,0.0,93.0,0.7,899.0
42,35.0,Canada,4408276,,47781.0,,4300534.0,2291.0,59961.0,99.0,114833.0,1245.0,66343123.0,1728207.0,38388419.0,North America,9.0,803.0,1.0,,,1562.0
43,36.0,Switzerland,4317035,,14318.0,,4217675.0,,85042.0,53.0,492046.0,1632.0,22932989.0,2613852.0,8773637.0,Europe,2.0,613.0,0.0,,,9693.0
44,37.0,Peru,4266251,13868.0,217428.0,14.0,3966797.0,3349.0,82026.0,94.0,126654.0,6455.0,36513459.0,1083993.0,33684208.0,South America,8.0,155.0,1.0,412.0,0.4,2435.0
45,38.0,South Africa,4042208,318.0,102464.0,36.0,3912506.0,,27238.0,192.0,66532.0,1686.0,26473049.0,435726.0,60756135.0,Africa,15.0,593.0,2.0,5.0,0.6,448.0
46,39.0,Philippines,4037433,1124.0,64658.0,17.0,3954477.0,884.0,18298.0,162.0,35885.0,575.0,33690102.0,299444.0,112508994.0,Asia,28.0,1740.0,3.0,10.0,0.2,163.0
47,40.0,Romania,3296834,,67276.0,,3225200.0,490.0,4358.0,94.0,173232.0,3535.0,25759760.0,1353545.0,19031335.0,Europe,6.0,283.0,1.0,,,229.0
48,41.0,Denmark,3148210,610.0,7537.0,5.0,3135439.0,298.0,5234.0,9.0,539544.0,1292.0,128821813.0,22077621.0,5834950.0,Europe,2.0,774.0,0.0,105.0,0.9,897.0
49,42.0,Sweden,2632091,,21095.0,,2593838.0,1072.0,17158.0,19.0,257569.0,2064.0,19155093.0,1874464.0,10218971.0,Europe,4.0,484.0,1.0,,,1679.0
50,43.0,Iraq,2463724,,25364.0,,2437149.0,,1211.0,21.0,58431.0,602.0,19448292.0,461243.0,42164965.0,Asia,17.0,1662.0,2.0,,,29.0
51,44.0,Serbia,2424048,663.0,17392.0,5.0,2395755.0,387.0,10901.0,14.0,280139.0,2010.0,11636435.0,1344784.0,8653016.0,Europe,4.0,498.0,1.0,77.0,0.6,1260.0
52,45.0,Singapore,2169201,1304.0,1703.0,,2093063.0,897.0,74435.0,7.0,364967.0,287.0,24622510.0,4142731.0,5943546.0,Asia,3.0,3490.0,0.0,219.0,,12524.0
53,46.0,Hungary,2166352,,48287.0,,2104358.0,,13707.0,7.0,225515.0,5027.0,11394556.0,1186160.0,9606259.0,Europe,4.0,199.0,1.0,,,1427.0
54,47.0,Hong Kong,2128382,10137.0,10762.0,15.0,1880884.0,5387.0,236736.0,18.0,279892.0,1415.0,70602097.0,9284498.0,7604299.0,Asia,4.0,707.0,0.0,1333.0,2.0,31132.0
55,48.0,Bangladesh,2036597,12.0,29433.0,,1985899.0,69.0,21265.0,1331.0,12131.0,175.0,15087849.0,89870.0,167885689.0,Asia,82.0,5704.0,11.0,0.07,,127.0
56,49.0,New Zealand,1945117,,3297.0,,1915871.0,,25949.0,,397108.0,673.0,7544063.0,1540170.0,4898203.0,Australia/Oceania,3.0,1486.0,1.0,,,5298.0
57,50.0,Slovakia,1856083,130.0,20734.0,1.0,1834065.0,121.0,1284.0,23.0,339930.0,3797.0,7355239.0,1347066.0,5460193.0,Europe,3.0,263.0,1.0,24.0,0.2,235.0
58,51.0,Georgia,1805698,,16881.0,,1776548.0,,12269.0,,454980.0,4253.0,16920079.0,4263340.0,3968738.0,Asia,2.0,235.0,0.0,,,3091.0
59,52.0,Jordan,1746997,,14122.0,,1731007.0,,1868.0,59.0,169597.0,1371.0,17201885.0,1669945.0,10300869.0,Asia,6.0,729.0,1.0,,,181.0
60,53.0,Ireland,1678827,,8131.0,,1665531.0,59.0,5165.0,11.0,334414.0,1620.0,12836506.0,2556972.0,5020199.0,Europe,3.0,617.0,0.0,,,1029.0
61,54.0,Pakistan,1575226,40.0,30632.0,1.0,1538689.0,,5905.0,29.0,6864.0,133.0,30570862.0,133213.0,229488994.0,Asia,146.0,7492.0,8.0,0.2,,26.0
62,55.0,Norway,1469233,172.0,4325.0,,1462530.0,130.0,2378.0,20.0,266582.0,785.0,11002430.0,1996315.0,5511370.0,Europe,4.0,1274.0,1.0,31.0,,431.0
63,56.0,Finland,1405255,,7448.0,,1361449.0,1154.0,36358.0,21.0,252973.0,1341.0,11825322.0,2128786.0,5554960.0,Europe,4.0,746.0,0.0,,,6545.0
64,57.0,Kazakhstan,1396922,167.0,13693.0,,1380356.0,,2873.0,24.0,72737.0,713.0,11575012.0,602707.0,19205043.0,Asia,14.0,1403.0,2.0,9.0,,150.0
65,58.0,Bulgaria,1287409,153.0,38044.0,5.0,1244867.0,136.0,4498.0,43.0,188091.0,5558.0,10823765.0,1581359.0,6844597.0,Europe,5.0,180.0,1.0,22.0,0.7,657.0
66,59.0,Lithuania,1276626,513.0,9434.0,,1261845.0,263.0,5347.0,5.0,479627.0,3544.0,10260710.0,3854935.0,2661708.0,Europe,2.0,282.0,0.0,193.0,,2009.0
67,60.0,Morocco,1269002,179.0,16284.0,,1251428.0,172.0,1290.0,293.0,33596.0,431.0,12758920.0,337781.0,37772756.0,Africa,30.0,2320.0,3.0,5.0,,34.0
68,61.0,Slovenia,1260071,1612.0,6936.0,3.0,1238696.0,899.0,14439.0,19.0,606377.0,3338.0,2785919.0,1340651.0,2078034.0,Europe,2.0,300.0,1.0,776.0,1.0,6948.0
69,62.0,Croatia,1254083,322.0,17330.0,14.0,1234598.0,198.0,2155.0,11.0,308942.0,4269.0,5364868.0,1321628.0,4059286.0,Europe,3.0,234.0,1.0,79.0,3.0,531.0
70,63.0,Lebanon,1220602,42.0,10737.0,,1087587.0,,122278.0,74.0,182592.0,1606.0,4795578.0,717380.0,6684849.0,Asia,5.0,623.0,1.0,6.0,,18292.0
71,64.0,Guatemala,1157543,1075.0,19952.0,,1132426.0,1076.0,5165.0,5.0,62287.0,1074.0,6327127.0,340460.0,18584039.0,North America,16.0,931.0,3.0,58.0,,278.0
72,65.0,Tunisia,1147072,,29268.0,,,,,44.0,95219.0,2430.0,4975826.0,413046.0,12046656.0,Africa,11.0,412.0,2.0,,,648.0
73,66.0,Costa Rica,1146135,,9038.0,,860711.0,,276386.0,52.0,221161.0,1744.0,4659757.0,899158.0,5182354.0,North America,5.0,573.0,1.0,,,53332.0
74,67.0,Cuba,1111398,6.0,8530.0,,1102783.0,10.0,85.0,,98305.0,754.0,14233813.0,1259000.0,11305652.0,North America,10.0,1325.0,1.0,0.5,,8.0
75,68.0,Bolivia,1111357,271.0,22248.0,1.0,1077956.0,87.0,11153.0,220.0,92670.0,1855.0,2705422.0,225590.0,11992656.0,South America,11.0,539.0,4.0,23.0,0.08,930.0
76,69.0,UAE,1044468,125.0,2348.0,,1024155.0,219.0,17965.0,,103600.0,233.0,197252835.0,19565269.0,10081785.0,Asia,10.0,4294.0,0.0,12.0,,1782.0
77,70.0,Ecuador,1011132,,35940.0,,973448.0,,1744.0,759.0,55822.0,1984.0,3082403.0,170173.0,18113361.0,South America,18.0,504.0,6.0,,,96.0
78,71.0,Panama,1002161,,8526.0,,985881.0,,7754.0,16.0,225358.0,1917.0,7256244.0,1631730.0,4446964.0,North America,4.0,522.0,1.0,,,1744.0
79,72.0,Nepal,1000894,5.0,12019.0,,988719.0,24.0,156.0,,33114.0,398.0,5978304.0,197790.0,30225582.0,Asia,30.0,2515.0,5.0,0.2,,5.0
80,73.0,Belarus,994037,,7118.0,,985592.0,,1327.0,,105381.0,755.0,13646641.0,1446722.0,9432800.0,Europe,9.0,1325.0,1.0,,,141.0
81,74.0,Uruguay,993875,,7537.0,,985312.0,,1026.0,18.0,284288.0,2156.0,6114822.0,1749083.0,3496016.0,South America,4.0,464.0,1.0,,,293.0
82,75.0,Mongolia,993037,270.0,2179.0,,986700.0,576.0,4158.0,192.0,293965.0,645.0,4030048.0,1193000.0,3378078.0,Asia,3.0,1550.0,1.0,80.0,,1231.0
83,76.0,Latvia,961627,,6086.0,,950319.0,,5222.0,3.0,520125.0,3292.0,7746372.0,4189862.0,1848837.0,Europe,2.0,304.0,0.0,,,2824.0
84,77.0,Saudi Arabia,825640,43.0,9465.0,1.0,813180.0,48.0,2995.0,47.0,23034.0,264.0,44817844.0,1250327.0,35844909.0,Asia,43.0,3787.0,1.0,1.0,0.03,84.0
85,78.0,Azerbaijan,824385,48.0,9981.0,1.0,814148.0,45.0,256.0,,80036.0,969.0,7377282.0,716227.0,10300205.0,Asia,12.0,1032.0,1.0,5.0,0.1,25.0
86,79.0,Paraguay,718164,,19621.0,,698317.0,,226.0,7.0,98300.0,2686.0,2657506.0,363751.0,7305843.0,South America,10.0,372.0,3.0,,,31.0
87,80.0,Bahrain,696451,119.0,1536.0,,693962.0,189.0,953.0,2.0,390391.0,861.0,10574920.0,5927702.0,1783983.0,Asia,3.0,1161.0,0.0,67.0,,534.0
88,81.0,Sri Lanka,671687,5.0,16805.0,2.0,654803.0,3.0,79.0,,31131.0,779.0,6486117.0,300619.0,21575842.0,Asia,32.0,1284.0,3.0,0.2,0.09,4.0
89,82.0,Kuwait,662672,,2570.0,,659992.0,,110.0,,151284.0,587.0,8441451.0,1927128.0,4380326.0,Asia,7.0,1704.0,1.0,,,25.0
90,83.0,Dominican Republic,650381,,4384.0,,644066.0,,1931.0,4.0,58824.0,397.0,3738144.0,338099.0,11056370.0,North America,17.0,2522.0,3.0,,,175.0
91,84.0,Myanmar,633261,16.0,19488.0,,607777.0,17.0,5996.0,,11466.0,353.0,9674209.0,175171.0,55227143.0,Asia,87.0,2834.0,6.0,0.3,,109.0
92,85.0,Palestine,620816,,5404.0,,614962.0,,450.0,17.0,116137.0,1011.0,3078533.0,575907.0,5345541.0,Asia,9.0,989.0,2.0,,,84.0
93,86.0,Cyprus,614237,,1226.0,,601436.0,,11575.0,60.0,502079.0,1002.0,9640118.0,7879860.0,1223387.0,Asia,2.0,998.0,0.0,,,9461.0
94,87.0,Estonia,609233,,2790.0,,524990.0,,81453.0,3.0,460873.0,2111.0,3606878.0,2728535.0,1321910.0,Europe,2.0,474.0,0.0,,,61618.0
95,88.0,Moldova,595073,,11918.0,,504142.0,,79013.0,49.0,148280.0,2970.0,3216305.0,801437.0,4013171.0,Europe,7.0,337.0,1.0,,,19688.0
96,89.0,Venezuela,547631,64.0,5828.0,,540742.0,67.0,1061.0,36.0,18712.0,199.0,3359014.0,114771.0,29266991.0,South America,53.0,5022.0,9.0,2.0,,36.0
97,90.0,Egypt,515645,,24613.0,,442182.0,,48850.0,122.0,4857.0,232.0,3693367.0,34792.0,106156692.0,Africa,206.0,4313.0,29.0,,,460.0
98,91.0,Libya,507084,,6437.0,,500604.0,,43.0,,72021.0,914.0,2483318.0,352707.0,7040745.0,Africa,14.0,1094.0,3.0,,,6.0
99,92.0,Ethiopia,494645,67.0,7572.0,,472452.0,9.0,14621.0,1.0,4094.0,63.0,5365426.0,44411.0,120812698.0,Africa,244.0,15955.0,23.0,0.6,,121.0
100,93.0,Qatar,478848,,685.0,,476620.0,,1543.0,,160692.0,230.0,4065369.0,1364257.0,2979915.0,Asia,6.0,4350.0,1.0,,,518.0
101,94.0,Réunion,477305,1217.0,903.0,1.0,418572.0,,57830.0,10.0,525631.0,994.0,1603660.0,1766027.0,908061.0,Africa,2.0,1006.0,1.0,1340.0,1.0,63685.0
102,95.0,Honduras,458569,546.0,11051.0,8.0,,,,105.0,44864.0,1081.0,1566268.0,153236.0,10221247.0,North America,22.0,925.0,7.0,53.0,0.8,30816.0
103,96.0,Armenia,445737,,8710.0,,434866.0,,2161.0,,149981.0,2931.0,3235175.0,1088564.0,2971966.0,Asia,7.0,341.0,1.0,,,727.0
104,97.0,Bosnia and Herzegovina,400564,16.0,16202.0,,378402.0,7.0,5960.0,,123276.0,4986.0,1879544.0,578443.0,3249317.0,Europe,8.0,201.0,2.0,5.0,,1834.0
105,98.0,Oman,399027,,4260.0,,384669.0,,10098.0,2.0,74949.0,800.0,25000000.0,4695724.0,5323993.0,Asia,13.0,1250.0,0.0,,,1897.0
106,99.0,North Macedonia,344710,,9568.0,,334335.0,,807.0,,165622.0,4597.0,2141032.0,1028697.0,2081304.0,Europe,6.0,218.0,1.0,,,388.0
107,100.0,Kenya,341696,60.0,5684.0,,335359.0,13.0,653.0,1.0,6078.0,101.0,3942744.0,70137.0,56215221.0,Africa,165.0,9890.0,14.0,1.0,,12.0
108,101.0,Zambia,333746,,4019.0,,329690.0,,37.0,,17141.0,206.0,3765147.0,193380.0,19470234.0,Africa,58.0,4845.0,5.0,,,2.0
109,102.0,Albania,333360,17.0,3593.0,,328211.0,6.0,1556.0,,116300.0,1254.0,1941032.0,677173.0,2866374.0,Europe,9.0,798.0,1.0,6.0,,543.0
110,103.0,Botswana,326633,,2790.0,,323747.0,,96.0,1.0,133802.0,1143.0,2026898.0,830300.0,2441162.0,Africa,7.0,875.0,1.0,,,39.0
111,104.0,Luxembourg,297757,,1133.0,,288991.0,,7633.0,,463528.0,1764.0,4412567.0,6869188.0,642371.0,Europe,2.0,567.0,0.0,,,11883.0
112,105.0,Montenegro,283750,31.0,2790.0,,280725.0,20.0,235.0,6.0,451867.0,4443.0,2664715.0,4243515.0,627950.0,Europe,2.0,225.0,0.0,49.0,,374.0
113,106.0,Algeria,271096,6.0,6881.0,,182567.0,3.0,81648.0,,5978.0,152.0,230861.0,5091.0,45350148.0,Africa,167.0,6591.0,196.0,0.1,,1800.0
114,107.0,Nigeria,266283,,3155.0,,259640.0,,3488.0,11.0,1229.0,15.0,5441162.0,25104.0,216746934.0,Africa,814.0,68700.0,40.0,,,16.0
115,108.0,Zimbabwe,257893,,5606.0,,251904.0,,383.0,12.0,16821.0,366.0,2525756.0,164744.0,15331428.0,Africa,59.0,2735.0,6.0,,,25.0
116,109.0,Uzbekistan,246674,154.0,1637.0,,241486.0,,3551.0,23.0,7174.0,48.0,1377915.0,40077.0,34382084.0,Asia,139.0,21003.0,25.0,4.0,,103.0
117,110.0,Brunei,241044,,225.0,,222140.0,,18679.0,,541148.0,505.0,717784.0,1611437.0,445431.0,Asia,2.0,1980.0,1.0,,,41935.0
118,111.0,Mozambique,230624,,2226.0,,228310.0,,88.0,11.0,6970.0,67.0,1371127.0,41437.0,33089461.0,Africa,143.0,14865.0,24.0,,,3.0
119,112.0,Martinique,224468,,1071.0,,,,,8.0,600042.0,2863.0,828928.0,2215870.0,374087.0,North America,2.0,349.0,0.0,,,596901.0
120,113.0,Laos,216744,51.0,758.0,,,,,,28973.0,101.0,1233207.0,164845.0,7481023.0,Asia,35.0,9869.0,6.0,7.0,,27847.0
121,114.0,Iceland,207171,,219.0,,,,,2.0,599812.0,634.0,1996384.0,5780036.0,345393.0,Europe,2.0,1577.0,0.0,,,380051.0
122,115.0,Kyrgyzstan,206530,,2991.0,,196406.0,,7133.0,131.0,30696.0,445.0,1907195.0,283460.0,6728271.0,Asia,33.0,2250.0,4.0,,,1060.0
123,116.0,Afghanistan,206112,115.0,7834.0,1.0,183822.0,353.0,14456.0,1124.0,5057.0,192.0,1158983.0,28438.0,40754388.0,Asia,198.0,5202.0,35.0,3.0,0.02,355.0
124,117.0,El Salvador,201785,,4230.0,,179410.0,,18145.0,8.0,30805.0,646.0,2610114.0,398467.0,6550389.0,North America,32.0,1549.0,3.0,,,2770.0
125,118.0,Guadeloupe,197918,,995.0,,,,,19.0,495050.0,2489.0,938039.0,2346306.0,399794.0,North America,2.0,402.0,0.0,,,486933.0
126,119.0,Maldives,185618,,311.0,,163687.0,,21620.0,25.0,343111.0,575.0,2213831.0,4092223.0,540985.0,Asia,3.0,1740.0,0.0,,,39964.0
127,120.0,Trinidad and Tobago,185377,,4267.0,,180912.0,,198.0,8.0,131792.0,3034.0,868696.0,617592.0,1406585.0,North America,8.0,330.0,2.0,,,141.0
128,121.0,Ghana,171009,,1461.0,,169527.0,,21.0,2.0,5279.0,45.0,2521749.0,77843.0,32395450.0,Africa,189.0,22173.0,13.0,,,0.6
129,122.0,Namibia,169946,,4080.0,,165826.0,,40.0,,64523.0,1549.0,1062663.0,403460.0,2633874.0,Africa,15.0,646.0,2.0,,,15.0
130,123.0,Uganda,169733,,3630.0,,100431.0,,65672.0,3.0,3505.0,75.0,3012408.0,62198.0,48432863.0,Africa,285.0,13342.0,16.0,,,1356.0
131,124.0,Jamaica,151931,,3320.0,,99392.0,,49219.0,,50897.0,1112.0,1183986.0,396633.0,2985094.0,North America,20.0,899.0,3.0,,,16488.0
132,125.0,Cambodia,138106,7.0,3056.0,,134992.0,7.0,58.0,,8044.0,178.0,3091420.0,180062.0,17168639.0,Asia,124.0,5618.0,6.0,0.4,,3.0
133,126.0,Rwanda,132643,,1467.0,,131112.0,,64.0,,9753.0,108.0,5882479.0,432520.0,13600464.0,Africa,103.0,9271.0,2.0,,,5.0
134,127.0,Cameroon,123993,,1965.0,,118616.0,,3412.0,13.0,4442.0,70.0,1751774.0,62762.0,27911548.0,Africa,225.0,14204.0,16.0,,,122.0
135,128.0,Malta,115839,21.0,809.0,,114444.0,11.0,586.0,4.0,260879.0,1822.0,2090758.0,4708564.0,444033.0,Europe,4.0,549.0,0.0,47.0,,1320.0
136,129.0,Angola,104676,,1924.0,,102367.0,,385.0,,2988.0,55.0,1499795.0,42818.0,35027343.0,Africa,335.0,18205.0,23.0,,,11.0
137,130.0,Barbados,103955,,564.0,,102435.0,,956.0,,360926.0,1958.0,777669.0,2700024.0,288023.0,North America,3.0,511.0,0.0,,,3319.0
138,131.0,French Guiana,96389,938.0,411.0,,11254.0,,84724.0,2.0,306806.0,1308.0,651257.0,2072951.0,314169.0,South America,3.0,764.0,0.0,2986.0,,269677.0
139,132.0,Channel Islands,96028,302.0,207.0,,95304.0,240.0,517.0,,544182.0,1173.0,1252808.0,7099551.0,176463.0,Europe,2.0,852.0,0.0,1711.0,,2930.0
140,133.0,DRC,94204,,1455.0,,83610.0,,9139.0,,989.0,15.0,846704.0,8890.0,95240792.0,Africa,1011.0,65458.0,112.0,,,96.0
141,134.0,Senegal,88873,,1968.0,,86872.0,,33.0,,5034.0,111.0,1146543.0,64946.0,17653671.0,Africa,199.0,8970.0,15.0,,,2.0
142,135.0,Malawi,88086,,2685.0,,85009.0,,392.0,67.0,4365.0,133.0,624784.0,30959.0,20180839.0,Africa,229.0,7516.0,32.0,,,19.0
143,136.0,Ivory Coast,87887,2.0,830.0,,87049.0,4.0,8.0,,3168.0,30.0,1654429.0,59636.0,27742298.0,Africa,316.0,33424.0,17.0,0.07,,0.3
144,137.0,Suriname,81581,,1393.0,,,,,,136690.0,2334.0,239603.0,401459.0,596831.0,South America,7.0,428.0,2.0,,,51118.0
145,138.0,French Polynesia,77137,152.0,649.0,,,,,7.0,271452.0,2284.0,,,284164.0,Australia/Oceania,4.0,438.0,,535.0,,151279.0
146,139.0,New Caledonia,76051,,314.0,,74603.0,,1134.0,9.0,261420.0,1079.0,98964.0,340182.0,290915.0,Australia/Oceania,4.0,926.0,3.0,,,3898.0
147,140.0,Eswatini,73770,,1422.0,,72255.0,,93.0,,62263.0,1200.0,1047886.0,884429.0,1184817.0,Africa,16.0,833.0,1.0,,,78.0
148,141.0,Guyana,71627,7.0,1285.0,,70221.0,3.0,121.0,,90205.0,1618.0,706316.0,889516.0,794045.0,South America,11.0,618.0,1.0,9.0,,152.0
149,142.0,Belize,69048,,688.0,,68325.0,,35.0,6.0,167515.0,1669.0,576016.0,1397453.0,412190.0,North America,6.0,599.0,1.0,,,85.0
150,143.0,Fiji,68375,,878.0,,66440.0,,1057.0,,75181.0,965.0,666164.0,732478.0,909466.0,Australia/Oceania,13.0,1036.0,1.0,,,1162.0
151,144.0,Madagascar,67259,,1412.0,,65450.0,,397.0,,2305.0,48.0,518111.0,17757.0,29178077.0,Africa,434.0,20664.0,56.0,,,14.0
152,145.0,Sudan,63637,,4990.0,,58016.0,,631.0,,1384.0,108.0,562941.0,12240.0,45992020.0,Africa,723.0,9217.0,82.0,,,14.0
153,146.0,Mauritania,63420,,997.0,,62420.0,,3.0,,12938.0,203.0,1008283.0,205689.0,4901981.0,Africa,77.0,4917.0,5.0,,,0.6
154,147.0,Cabo Verde,63051,14.0,412.0,,62473.0,13.0,166.0,23.0,111068.0,726.0,401622.0,707482.0,567678.0,Africa,9.0,1378.0,1.0,25.0,,292.0
155,148.0,Bhutan,62503,,21.0,,61564.0,,918.0,,79324.0,27.0,2303734.0,2923739.0,787941.0,Asia,13.0,37521.0,0.0,,,1165.0
156,149.0,Syria,57400,1.0,3163.0,,54230.0,1.0,7.0,,2964.0,163.0,146269.0,7553.0,19364809.0,Asia,337.0,6122.0,132.0,0.05,,0.4
